0,0.0551478
0.1,0.052295
0.2,0.0494198
0.3,0.046528
0.4,0.0436268
0.5,0.0407256
0.6,0.0378372
0.7,0.0349788
0.8,0.032174
0.9,0.0294557
1,0.0268698
1.1,0.0244803
1.2,0.022375
1.3,0.0206686
1.4,0.019496
1.5,0.0189879
1.6,0.0192287
1.7,0.0202223
1.8,0.0218955
1.9,0.024134
2,0.0268213
2.1,0.0298588
2.2,0.0331713
2.3,0.0367034
2.4,0.0404151
2.5,0.0442776
2.6,0.0482699
2.7,0.0523766
2.8,0.0565861
2.9,0.0608897
3,0.0652807
3.1,0.0697538
3.2,0.0743051
3.3,0.0789313
3.4,0.0836301
3.5,0.0883994
3.6,0.0932382
3.7,0.0981453
3.8,0.103121
3.9,0.108164
4,0.113276
4.1,0.118459
4.2,0.123713
4.3,0.129041
4.4,0.134447
4.5,0.139933
4.6,0.145506
4.7,0.151171
4.8,0.156934
4.9,0.162805
5,0.16879
5.1,0.174902
5.2,0.181151
5.3,0.18755
5.4,0.194114
5.5,0.200857
5.6,0.207797
5.7,0.214952
5.8,0.22234
5.9,0.229981
6,0.237897
6.1,0.246109
6.2,0.25464
6.3,0.263512
6.4,0.272749
6.5,0.282372
6.6,0.292403
6.7,0.302863
6.8,0.31377
6.9,0.325141
7,0.33699
7.1,0.349325
7.2,0.362152
7.3,0.375472
7.4,0.389279
7.5,0.403562
7.6,0.418303
7.7,0.433476
7.8,0.449048
7.9,0.46498
8,0.481225
8.1,0.497728
8.2,0.514431
8.3,0.531268
8.4,0.548169
8.5,0.565064
8.6,0.581879
8.7,0.598543
8.8,0.614987
8.9,0.631146
9,0.646965
9.1,0.662393
9.2,0.677393
9.3,0.691935
9.4,0.706004
9.5,0.719595
9.6,0.732712
9.7,0.74537
9.8,0.757593
9.9,0.769407
10,0.78084
10.1,0.791919
10.2,0.802663
10.3,0.813083
10.4,0.823177
10.5,0.832933
10.6,0.842326
10.7,0.851321
10.8,0.859882
10.9,0.867972
11,0.875557
11.1,0.882615
11.2,0.889131
11.3,0.895104
11.4,0.90054
11.5,0.905458
11.6,0.909881
11.7,0.913839
11.8,0.917366
11.9,0.920498
12,0.923272
12.1,0.925729
12.2,0.927909
12.3,0.929854
12.4,0.931608
12.5,0.933216
12.6,0.934729
12.7,0.936198
12.8,0.937682
12.9,0.939238
13,0.940928
13.1,0.94281
13.2,0.944936
13.3,0.947347
13.4,0.950064
13.5,0.953084
13.6,0.956378
13.7,0.959888
13.8,0.963533
13.9,0.96722
14,0.970852
14.1,0.974341
14.2,0.977617
14.3,0.980628
14.4,0.983345
14.5,0.985759
14.6,0.987875
14.7,0.989711
14.8,0.991289
14.9,0.992636
15,0.993781
15.1,0.994749
15.2,0.995566
15.3,0.996253
15.4,0.996831
15.5,0.997317
15.6,0.997725
15.7,0.998068
15.8,0.998356
15.9,0.998599
16,0.998803
16.1,0.998975
16.2,0.99912
16.3,0.999242
16.4,0.999346
16.5,0.999434
16.6,0.999508
16.7,0.999572
16.8,0.999626
16.9,0.999671
17,0.99971
17.1,0.999744
17.2,0.999772
17.3,0.999797
17.4,0.999818
17.5,0.999836
17.6,0.999851
17.7,0.999865
17.8,0.999876
17.9,0.999886
18,0.999895
18.1,0.999902
18.2,0.999909
18.3,0.999914
18.4,0.999919
18.5,0.999924
18.6,0.999927
18.7,0.999931
18.8,0.999934
18.9,0.999936
19,0.999938
19.1,0.99994
19.2,0.999942
19.3,0.999944
19.4,0.999945
19.5,0.999946
19.6,0.999947
19.7,0.999948
19.8,0.999949
19.9,0.99995
20,0.99995
20.1,0.999951
20.2,0.999952
20.3,0.999952
20.4,0.999953
20.5,0.999953
20.6,0.999953
20.7,0.999954
20.8,0.999954
20.9,0.999954
21,0.999954
21.1,0.999955
21.2,0.999955
21.3,0.999955
21.4,0.999955
21.5,0.999955
21.6,0.999956
21.7,0.999956
21.8,0.999956
21.9,0.999956
22,0.999956
22.1,0.999956
22.2,0.999956
22.3,0.999956
22.4,0.999956
22.5,0.999956
22.6,0.999956
22.7,0.999957
22.8,0.999957
22.9,0.999957
23,0.999957
23.1,0.999957
23.2,0.999957
23.3,0.999957
23.4,0.999957
23.5,0.999957
23.6,0.999957
23.7,0.999957
23.8,0.999957
23.9,0.999957
24,0.999957
24.1,0.999957
24.2,0.999957
24.3,0.999957
24.4,0.999957
24.5,0.999957
24.6,0.999957
24.7,0.999957
24.8,0.999957
24.9,0.999957
