0,0.206994
0.1,0.209228
0.2,0.211724
0.3,0.214539
0.4,0.217731
0.5,0.221361
0.6,0.225487
0.7,0.230168
0.8,0.235459
0.9,0.241408
1,0.248058
1.1,0.25544
1.2,0.263577
1.3,0.272479
1.4,0.282142
1.5,0.292551
1.6,0.303677
1.7,0.315479
1.8,0.327904
1.9,0.34089
2,0.354366
2.1,0.368256
2.2,0.38248
2.3,0.396957
2.4,0.411608
2.5,0.426358
2.6,0.441137
2.7,0.455882
2.8,0.470537
2.9,0.485057
3,0.499401
3.1,0.513537
3.2,0.527438
3.3,0.54108
3.4,0.554443
3.5,0.567507
3.6,0.580252
3.7,0.592655
3.8,0.604695
3.9,0.616346
4,0.627583
4.1,0.63838
4.2,0.648711
4.3,0.658554
4.4,0.667889
4.5,0.676698
4.6,0.684973
4.7,0.692705
4.8,0.699895
4.9,0.706549
5,0.712675
5.1,0.718288
5.2,0.723407
5.3,0.728054
5.4,0.732252
5.5,0.73603
5.6,0.739414
5.7,0.742435
5.8,0.745126
5.9,0.747519
6,0.749651
6.1,0.751558
6.2,0.753282
6.3,0.754869
6.4,0.756369
6.5,0.757839
6.6,0.759344
6.7,0.760956
6.8,0.762759
6.9,0.764847
7,0.767325
7.1,0.770306
7.2,0.773911
7.3,0.778263
7.4,0.783481
7.5,0.789667
7.6,0.7969
7.7,0.805216
7.8,0.814603
7.9,0.824987
8,0.836231
8.1,0.848142
8.2,0.860477
8.3,0.872969
8.4,0.885349
8.5,0.897365
8.6,0.908803
8.7,0.919499
8.8,0.929342
8.9,0.938273
9,0.94628
9.1,0.953385
9.2,0.959635
9.3,0.965096
9.4,0.96984
9.5,0.973945
9.6,0.977485
9.7,0.980531
9.8,0.983149
9.9,0.985396
10,0.987326
10.1,0.988983
10.2,0.990407
10.3,0.991631
10.4,0.992686
10.5,0.993596
10.6,0.994381
10.7,0.995061
10.8,0.99565
10.9,0.996161
11,0.996606
11.1,0.996993
11.2,0.997331
11.3,0.997627
11.4,0.997887
11.5,0.998114
11.6,0.998314
11.7,0.99849
11.8,0.998646
11.9,0.998783
12,0.998905
12.1,0.999013
12.2,0.999108
12.3,0.999193
12.4,0.999268
12.5,0.999336
12.6,0.999396
12.7,0.999449
12.8,0.999497
12.9,0.999539
13,0.999578
13.1,0.999612
13.2,0.999642
13.3,0.99967
13.4,0.999694
13.5,0.999716
13.6,0.999736
13.7,0.999753
13.8,0.999769
13.9,0.999783
14,0.999796
14.1,0.999808
14.2,0.999818
14.3,0.999827
14.4,0.999835
14.5,0.999842
14.6,0.999849
14.7,0.999855
14.8,0.99986
14.9,0.999865
15,0.999869
15.1,0.999873
15.2,0.999876
15.3,0.999879
15.4,0.999881
15.5,0.999884
15.6,0.999886
15.7,0.999887
15.8,0.999889
15.9,0.99989
16,0.999891
16.1,0.999892
16.2,0.999893
16.3,0.999894
16.4,0.999894
16.5,0.999895
16.6,0.999895
16.7,0.999896
16.8,0.999896
16.9,0.999896
17,0.999896
17.1,0.999896
17.2,0.999896
17.3,0.999896
17.4,0.999896
17.5,0.999896
17.6,0.999896
17.7,0.999896
17.8,0.999896
17.9,0.999896
18,0.999895
18.1,0.999895
18.2,0.999895
18.3,0.999895
18.4,0.999895
18.5,0.999894
18.6,0.999894
18.7,0.999894
18.8,0.999894
18.9,0.999893
19,0.999893
19.1,0.999893
19.2,0.999893
19.3,0.999893
19.4,0.999892
19.5,0.999892
19.6,0.999892
19.7,0.999892
19.8,0.999892
19.9,0.999891
20,0.999891
20.1,0.999891
20.2,0.999891
20.3,0.999891
20.4,0.99989
20.5,0.99989
20.6,0.99989
20.7,0.99989
20.8,0.99989
20.9,0.99989
21,0.999889
21.1,0.999889
21.2,0.999889
21.3,0.999889
21.4,0.999889
21.5,0.999889
21.6,0.999889
21.7,0.999888
21.8,0.999888
21.9,0.999888
22,0.999888
22.1,0.999888
22.2,0.999888
22.3,0.999888
22.4,0.999888
22.5,0.999888
22.6,0.999888
22.7,0.999888
22.8,0.999887
22.9,0.999887
23,0.999887
23.1,0.999887
23.2,0.999887
23.3,0.999887
23.4,0.999887
23.5,0.999887
23.6,0.999887
23.7,0.999887
23.8,0.999887
23.9,0.999887
24,0.999887
24.1,0.999887
24.2,0.999887
24.3,0.999887
24.4,0.999886
24.5,0.999886
24.6,0.999886
24.7,0.999886
24.8,0.999886
24.9,0.999886
