Time,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64
30.225,2,21,42,285,885,1307,1324,1337,1379,1282,1175,1086,999,892,732,632,543,458,353,315,274,182,146,116,73,52,34,12,3,8,6,3,6,2,5,2,6,10,3,8,1,5,6,6,6,9,4,4,7,2,12,8,7,7,6,6,5,3,2,2,6,2,6,3
30.23,10,19,23,266,1012,1379,1258,1308,1282,1293,1157,1119,1011,886,698,628,534,459,369,321,257,210,144,120,72,66,32,14,7,6,6,4,5,2,8,1,4,7,9,1,10,1,3,9,5,8,6,5,5,4,7,8,11,3,5,10,5,5,5,1,2,3,5,4
30.235,4,38,17,165,835,1355,1432,1406,1331,1287,1173,1138,1050,862,705,648,558,393,400,304,260,175,160,101,78,47,34,13,4,4,5,4,7,0,6,6,3,4,6,7,5,5,3,5,5,9,6,8,2,8,5,8,7,10,1,8,6,4,6,5,3,1,4,3
30.24,10,17,50,124,604,1362,1524,1587,1377,1270,1226,1145,1000,857,685,649,513,448,365,326,243,167,156,114,64,51,28,13,8,5,4,3,5,4,4,2,5,3,4,7,5,7,7,2,3,6,9,5,8,3,5,10,6,7,6,8,5,6,4,7,4,3,4,2
30.245,5,19,46,139,694,1242,1534,1573,1480,1258,1179,1153,977,798,743,633,526,439,383,338,236,168,154,111,75,38,25,11,14,4,5,4,5,5,1,5,2,4,4,3,6,7,6,4,6,3,3,9,5,7,6,8,6,8,6,8,6,5,6,5,3,5,8,1
30.25,8,7,60,167,764,1235,1413,1536,1439,1289,1264,1095,955,823,767,635,551,464,396,293,245,177,127,120,64,42,27,15,9,12,6,3,6,5,2,4,1,4,4,3,4,5,10,3,6,3,6,7,2,5,9,10,7,6,5,7,8,7,5,4,3,8,3,6
30.255,26,8,27,221,735,1224,1488,1567,1400,1265,1147,1145,980,819,774,650,563,448,376,335,221,187,138,113,66,47,25,7,7,9,9,3,7,7,3,3,0,4,5,1,7,2,6,9,5,5,3,5,7,6,5,7,8,7,6,6,7,9,6,4,5,3,7,2
30.26,16,23,34,162,626,1241,1545,1736,1408,1221,1186,1092,961,868,717,648,570,427,428,284,230,195,125,114,68,50,23,11,6,5,9,10,8,4,6,2,3,3,2,5,3,3,4,7,3,6,7,4,6,4,3,7,9,6,9,8,3,6,14,3,5,4,4,6
30.265,16,36,24,211,475,1161,1677,1739,1542,1247,1166,1043,996,814,733,665,544,416,391,311,237,193,131,111,81,44,23,8,5,7,5,12,5,5,7,4,3,2,4,3,4,3,2,4,6,7,3,7,5,6,1,8,9,6,5,7,8,5,5,12,3,5,6,3
30.27,6,34,41,189,543,1156,1647,1699,1585,1268,1123,1078,981,824,705,640,533,453,365,316,270,174,146,104,86,47,25,7,7,2,7,6,9,6,6,3,6,3,1,4,5,3,3,4,2,4,9,3,8,6,2,3,9,8,7,6,5,8,4,7,10,6,3,6
30.275,22,14,57,248,535,1129,1609,1748,1537,1290,1128,1085,984,787,715,628,547,427,364,322,268,197,147,110,80,46,29,12,5,4,2,5,11,5,8,9,4,5,1,3,3,2,5,4,2,5,5,7,5,7,4,3,6,6,8,4,10,7,5,3,12,6,6,2
30.28,24,12,114,206,565,1099,1584,1679,1519,1301,1171,1109,995,818,738,617,542,436,378,315,256,203,128,104,75,54,31,9,4,4,4,1,6,8,8,10,6,3,5,5,2,2,4,3,5,3,2,8,6,7,7,2,2,8,9,4,6,6,8,5,11,6,4,3
30.285,12,23,133,248,615,1060,1436,1572,1586,1380,1242,1137,1018,803,680,628,526,448,355,307,274,198,131,119,61,59,28,14,4,5,1,4,3,4,9,11,6,6,2,6,5,2,1,5,4,3,1,4,7,5,9,7,1,3,11,5,6,5,6,8,5,7,9,5
30.29,13,30,30,262,645,1081,1466,1586,1574,1385,1253,1171,973,825,695,630,486,453,367,310,267,192,151,104,67,52,30,13,6,5,2,3,3,4,3,10,9,9,5,3,6,3,3,3,3,4,4,2,4,5,6,12,4,0,5,7,9,3,7,8,6,5,11,3
30.295,25,16,59,273,595,1164,1439,1490,1566,1402,1320,1144,1015,849,669,604,505,441,385,313,254,198,133,116,60,50,36,9,6,6,4,3,3,2,1,11,4,12,8,3,4,7,2,2,4,2,6,4,2,5,5,9,7,4,0,4,7,11,5,6,5,8,6,6
30.3,20,41,81,299,718,1040,1399,1388,1555,1480,1343,1124,1054,858,664,558,528,444,370,320,243,215,140,117,53,58,26,18,7,3,6,4,4,2,2,4,9,10,7,6,5,4,5,2,3,1,6,4,2,5,5,4,9,8,0,5,2,10,5,8,5,4,10,5
30.305,10,49,117,277,714,1167,1340,1455,1424,1466,1331,1105,1033,827,711,564,556,447,383,332,252,186,149,110,68,52,28,17,6,5,10,4,4,3,2,4,5,10,8,5,8,3,7,1,4,3,0,5,5,3,2,8,3,9,7,3,2,5,11,7,2,8,6,5
30.31,7,42,140,299,726,1121,1347,1486,1487,1341,1275,1140,1029,894,708,592,533,447,398,318,243,190,159,114,67,44,32,16,7,5,5,8,3,4,0,4,7,7,9,4,10,4,3,6,3,2,3,1,4,5,3,8,3,3,12,5,2,2,6,10,7,3,7,4
30.315,18,23,60,287,695,1154,1460,1523,1467,1393,1263,1140,990,868,698,594,540,456,387,341,236,207,148,111,68,42,33,8,11,3,4,7,5,7,0,3,4,3,9,6,7,7,6,6,4,2,3,3,1,5,4,3,6,3,8,5,8,3,2,5,10,4,5,7
30.32,25,28,40,210,791,1294,1494,1427,1435,1300,1250,1114,1044,880,733,619,529,452,397,305,259,184,168,112,71,36,31,14,7,4,4,4,5,7,5,1,2,3,3,10,8,7,9,3,6,4,3,4,1,2,3,3,8,3,4,5,8,5,4,2,8,7,6,3
30.325,14,32,50,275,822,1280,1426,1428,1366,1352,1203,1129,1067,885,728,615,505,478,394,343,221,198,165,116,74,44,27,14,4,8,3,5,1,7,6,4,2,3,2,5,9,7,3,12,4,5,2,9,1,2,2,3,5,5,3,4,8,4,6,2,7,6,7,5
30.33,8,31,63,368,910,1122,1341,1414,1407,1371,1240,1091,1052,880,735,623,545,434,420,340,242,209,149,113,80,39,33,8,9,2,6,5,4,4,8,4,2,4,3,2,5,8,6,7,10,5,3,5,4,4,1,2,4,4,4,6,4,5,5,6,2,7,7,5
30.335,17,30,79,287,792,1243,1436,1450,1391,1370,1226,1126,1013,864,740,607,553,455,408,314,241,219,167,101,80,43,33,8,6,6,2,5,3,6,3,9,2,4,4,4,5,4,7,6,6,9,5,3,6,4,4,1,3,3,7,1,5,4,6,7,5,2,5,6
30.34,25,23,46,370,829,1199,1398,1390,1394,1397,1312,1109,1030,844,751,602,508,469,388,325,234,210,176,119,73,51,29,18,4,7,3,2,3,6,3,6,6,4,3,4,4,6,5,4,7,13,3,5,5,4,7,2,1,4,1,6,2,3,8,5,3,5,6,3
30.345,10,31,58,411,816,1175,1438,1461,1409,1270,1232,1152,984,874,764,594,556,451,379,330,248,188,182,135,68,55,35,15,11,5,5,2,4,4,7,0,5,5,6,3,4,2,7,5,8,8,10,3,6,5,5,2,4,5,0,2,3,6,0,10,5,4,3,6
30.35,6,37,36,261,873,1188,1422,1484,1462,1349,1301,1094,1011,872,727,618,540,450,385,302,271,210,169,113,70,56,22,16,7,7,3,3,4,4,6,4,1,7,5,4,5,2,4,6,4,8,6,11,5,5,4,4,2,3,6,1,1,8,2,3,7,5,6,1
30.355,4,25,61,300,880,1237,1482,1401,1372,1272,1285,1100,1008,858,788,636,570,455,369,331,236,228,168,119,80,44,25,13,8,6,8,1,2,8,2,4,4,4,7,2,5,4,4,5,4,6,4,11,9,4,5,5,3,4,1,4,4,4,6,0,7,4,6,3
30.36,1,33,69,361,827,1247,1498,1471,1289,1255,1224,1104,962,926,770,645,579,442,389,321,290,220,171,112,78,49,19,11,7,3,5,5,3,5,5,3,3,6,5,6,3,3,4,4,5,6,2,7,11,4,9,3,5,2,4,4,3,3,6,4,2,5,4,5
30.365,6,36,66,466,969,1183,1442,1348,1250,1216,1198,1080,1023,855,845,672,580,470,379,334,269,234,171,124,77,49,25,10,8,4,6,4,5,3,3,9,0,4,4,3,6,5,4,6,2,4,8,3,9,6,6,6,5,5,4,3,2,3,6,5,3,5,2,4
30.37,9,33,124,509,883,1239,1393,1379,1225,1192,1124,1114,1036,877,804,705,550,499,402,299,281,232,179,120,99,43,28,12,6,6,2,8,2,6,3,5,6,2,4,3,3,6,7,3,4,2,4,6,5,9,9,5,6,6,4,2,4,3,2,5,6,4,2,4
30.375,5,29,84,496,1040,1433,1356,1280,1165,1099,1121,1048,1025,918,761,699,578,476,422,327,248,252,189,140,106,54,28,23,6,4,4,8,1,6,4,6,2,6,5,4,1,3,7,6,5,2,1,6,5,4,13,5,5,6,8,4,2,3,2,3,4,7,3,3
30.38,5,29,51,287,999,1532,1553,1328,1187,1117,1076,1065,1006,920,778,682,551,479,391,350,239,256,190,136,97,63,23,17,15,3,4,4,5,5,3,5,4,6,3,6,4,2,4,6,6,4,2,1,4,6,5,10,9,7,3,7,5,3,1,3,2,5,4,5
30.385,13,21,57,461,1021,1502,1440,1321,1127,1111,1052,1003,1018,890,810,700,569,490,417,347,272,259,205,135,84,57,35,12,9,10,3,2,6,2,7,2,7,2,7,3,6,1,5,4,5,6,4,3,4,3,5,4,8,11,4,10,2,4,3,5,0,3,6,1
30.39,5,27,48,423,1143,1457,1441,1266,1174,1080,1071,1008,983,962,752,684,620,479,402,352,280,241,199,135,97,60,29,15,11,4,12,3,3,5,3,5,5,4,4,6,4,3,5,4,4,4,5,6,4,4,0,5,8,3,10,7,6,6,3,4,3,5,3,1
30.395,3,14,70,540,1040,1476,1376,1281,1156,1115,1004,1029,1026,851,804,697,581,500,416,381,300,249,187,139,91,60,35,15,8,8,9,6,3,3,2,4,7,4,2,3,6,6,3,4,6,2,5,4,6,4,4,3,4,8,0,11,6,8,3,5,3,5,5,2
30.4,13,7,32,507,1122,1353,1393,1294,1151,1134,1095,1027,986,921,789,697,607,481,419,378,277,251,192,124,85,56,39,12,10,9,8,6,1,6,4,1,5,5,4,2,4,8,5,2,3,5,4,4,9,1,6,3,3,3,6,5,7,9,7,3,4,5,6,2
30.405,11,5,36,402,1186,1373,1364,1327,1193,1154,1080,986,1000,919,796,704,574,496,413,378,290,248,197,125,91,62,27,14,8,6,10,6,6,4,3,3,4,5,2,6,2,2,9,4,2,4,5,2,8,1,7,6,3,4,4,5,4,6,11,5,3,7,3,5
30.41,25,7,106,590,1011,1297,1336,1325,1192,1149,1036,1027,991,876,816,727,562,531,435,335,314,246,203,125,101,67,26,15,8,6,7,11,4,4,3,4,3,4,6,2,4,4,2,8,4,4,3,4,4,4,7,3,5,4,3,5,3,7,9,6,8,3,6,1
30.415,12,13,81,476,1049,1344,1338,1361,1276,1099,1053,1035,955,909,793,689,622,481,434,355,313,235,201,147,87,61,38,14,8,3,9,12,5,5,3,0,6,5,2,6,4,2,2,5,2,9,3,3,5,3,5,6,5,3,5,2,5,4,7,8,8,6,6,4
30.42,13,9,34,514,1178,1371,1379,1266,1212,1053,1040,1020,961,879,790,698,655,466,430,374,321,262,209,134,97,64,34,19,8,6,2,9,4,13,5,2,4,4,2,9,2,3,3,0,6,5,5,5,0,5,6,7,4,5,4,4,3,5,4,5,12,6,6,4
30.425,6,27,41,489,1176,1388,1313,1221,1209,1172,1026,1026,1021,827,809,720,572,522,431,359,319,256,202,147,107,55,30,21,8,7,6,3,8,11,8,3,1,5,4,3,5,3,4,3,1,5,7,2,6,2,5,7,4,4,5,4,3,2,6,6,4,9,8,7
30.43,23,31,59,579,1197,1286,1242,1260,1166,1133,1097,1042,912,901,833,714,609,502,431,370,307,265,212,154,99,54,24,20,11,5,3,8,8,4,8,7,7,1,3,7,2,3,4,6,1,3,6,3,3,7,4,3,5,5,4,5,4,3,2,9,3,7,7,5
30.435,17,42,33,297,1203,1386,1441,1227,1231,1170,1111,1017,972,863,834,674,625,477,462,353,311,261,192,156,95,54,26,12,10,7,4,5,8,4,7,7,7,5,4,4,3,3,4,5,3,3,2,5,5,2,8,4,3,4,7,3,5,4,2,3,6,6,6,6
30.44,24,34,58,490,1140,1300,1385,1237,1213,1166,1129,1004,924,906,786,724,590,507,463,366,303,269,184,146,109,65,24,16,12,7,3,7,5,6,10,4,7,5,4,3,8,3,4,3,4,3,3,4,2,5,7,3,3,6,5,4,4,3,5,3,1,12,3,4
30.445,17,21,114,477,1191,1419,1207,1159,1226,1202,1101,996,954,901,820,696,607,540,448,351,293,247,214,140,119,56,33,19,14,11,3,2,7,6,10,7,9,5,2,4,5,5,5,5,3,1,4,4,4,0,8,5,3,3,5,5,4,5,2,5,4,5,7,4
30.45,21,22,152,516,1064,1414,1238,1161,1271,1201,1078,1008,961,873,794,690,649,490,497,367,282,259,207,141,114,66,34,21,5,11,7,6,4,6,7,11,7,5,5,3,7,3,6,4,2,5,1,4,4,2,4,5,3,5,4,4,5,6,4,3,5,6,5,2
30.455,9,29,115,456,1135,1339,1304,1230,1289,1182,1094,964,955,874,765,712,642,534,466,369,296,249,206,155,90,80,31,19,12,6,8,6,6,4,5,11,14,5,4,4,2,7,8,4,3,0,5,2,4,2,4,6,3,6,4,3,5,5,3,5,4,4,5,5
30.46,15,28,105,389,961,1406,1397,1357,1218,1232,1099,1011,959,868,779,692,616,529,474,352,317,253,188,145,98,72,32,16,11,5,6,10,6,5,4,7,10,8,9,5,4,4,4,5,9,2,4,1,5,2,2,4,6,4,5,3,3,6,3,9,0,4,8,0
30.465,4,15,62,463,1083,1386,1419,1296,1258,1176,1035,953,947,871,776,704,607,585,460,361,301,277,188,154,112,63,39,16,11,8,3,6,8,7,4,8,5,9,11,4,5,7,2,5,5,8,3,2,2,3,4,3,4,4,4,5,4,4,5,3,8,2,3,7
30.47,16,25,42,454,1194,1426,1285,1290,1237,1146,1079,909,969,915,755,735,623,550,455,377,286,267,196,158,111,78,36,20,13,9,1,5,6,9,7,4,6,8,8,7,6,6,5,4,2,9,5,4,0,3,3,5,5,2,2,5,5,3,6,3,6,4,5,3
30.475,23,11,44,376,1046,1523,1456,1302,1255,1139,1029,948,938,910,783,718,617,540,457,367,311,257,195,163,102,76,45,13,11,8,8,3,3,7,11,4,4,8,7,8,11,2,7,5,3,3,7,6,4,0,4,3,4,4,5,3,3,4,3,4,4,6,5,4
30.48,20,12,57,423,1206,1566,1351,1214,1136,1144,1029,941,919,908,795,708,644,510,497,382,305,273,205,140,128,81,40,23,7,9,5,7,6,4,7,6,8,4,7,5,10,7,9,3,5,4,5,6,5,4,2,1,5,2,6,2,4,2,6,2,5,5,4,6
30.485,19,30,57,435,1054,1462,1523,1273,1120,1192,989,976,955,881,852,690,595,528,492,376,322,250,206,144,96,90,49,22,10,6,4,8,7,5,5,7,4,10,4,5,10,7,12,4,3,6,3,9,4,2,4,3,3,1,5,4,5,2,6,3,4,2,5,3
30.49,22,16,117,521,987,1232,1482,1401,1180,1142,1072,999,953,885,820,702,613,512,477,365,329,256,187,156,98,84,48,27,10,5,10,2,9,7,5,5,7,4,10,4,3,9,8,6,9,7,5,5,7,4,1,3,6,1,3,3,5,2,4,7,4,3,3,3
30.495,22,12,115,516,1208,1244,1393,1350,1141,1081,1059,994,939,896,813,689,620,510,469,398,338,248,208,151,102,85,53,37,10,6,11,3,5,6,10,6,4,7,4,5,11,4,3,8,12,4,7,7,7,3,4,3,4,5,1,2,3,5,3,7,6,2,4,1
30.5,13,4,100,561,1144,1294,1356,1295,1265,1043,1070,1059,906,844,777,726,610,542,440,373,340,266,209,162,98,95,48,38,20,8,5,8,6,4,6,11,5,4,6,5,5,9,7,3,12,6,10,6,4,8,6,2,3,2,3,4,3,2,1,7,8,4,4,2
30.505,13,4,153,504,901,1412,1414,1376,1220,1067,1090,1043,958,844,776,691,615,526,468,388,317,264,208,164,92,97,51,27,16,14,7,2,5,9,8,4,11,2,8,6,3,5,7,7,4,11,4,13,7,5,5,6,4,3,3,2,3,2,5,2,7,7,3,3
30.51,24,6,45,491,1208,1378,1295,1282,1223,1143,1042,1058,889,849,818,699,616,553,435,415,322,267,196,154,119,89,44,34,15,12,7,7,5,5,8,6,8,5,7,5,5,6,4,9,6,6,7,13,6,8,3,6,6,2,5,2,4,1,2,5,3,6,6,3
30.515,14,26,92,655,1063,1259,1302,1202,1260,1134,1122,1025,945,860,807,704,632,510,480,365,334,269,189,160,122,86,50,23,24,12,8,9,7,7,8,3,7,5,7,7,6,6,4,6,8,8,4,10,7,9,8,4,6,6,4,4,1,1,3,3,5,2,4,7
30.52,22,23,72,706,1058,1198,1306,1312,1220,1165,1104,1049,883,873,742,748,581,524,478,400,309,271,209,169,108,89,66,29,13,14,11,9,8,9,9,3,6,8,2,9,8,5,6,5,3,9,10,5,8,9,7,10,3,6,4,7,2,1,2,1,5,5,0,5
30.525,21,17,56,295,1296,1427,1293,1304,1255,1134,1109,1028,925,860,792,692,623,530,469,361,326,273,202,163,103,96,50,29,12,11,13,11,5,12,6,7,5,7,6,4,6,8,7,5,5,5,8,8,5,11,9,6,8,5,3,7,5,3,1,2,2,5,3,1
30.53,1,27,36,392,1157,1365,1393,1320,1226,1208,1055,1058,965,829,772,719,586,526,477,365,350,264,195,153,127,84,57,16,16,9,9,17,6,11,8,5,7,6,6,6,4,6,8,6,5,5,7,6,9,7,10,11,4,5,7,5,4,6,3,0,1,4,3,4
30.535,17,14,38,435,934,1334,1446,1455,1241,1172,1117,1080,930,880,776,690,595,547,460,376,331,237,216,150,110,90,43,26,10,11,9,12,13,4,15,6,4,6,7,8,3,9,3,5,8,5,9,5,5,6,10,11,9,4,8,6,3,6,2,2,3,2,3,2
30.54,18,8,85,537,880,1127,1411,1475,1328,1169,1180,1063,992,844,784,681,606,534,448,396,301,256,195,160,109,89,40,24,14,9,13,11,10,9,8,10,8,4,9,4,4,9,6,5,7,4,7,10,4,4,8,12,6,8,8,7,5,4,4,2,3,2,3,2
30.545,14,5,50,473,940,1218,1322,1558,1304,1225,1115,1068,935,877,787,705,587,547,441,390,321,240,186,162,109,85,45,23,20,10,9,12,10,8,11,7,11,8,7,5,6,6,4,11,5,5,4,10,7,7,4,9,5,10,9,12,4,4,4,3,2,4,2,2
30.55,0,26,111,346,924,1267,1422,1448,1382,1167,1102,1074,969,858,789,690,609,531,442,380,334,247,203,145,122,75,48,19,20,9,10,10,11,14,5,11,7,11,9,3,8,8,3,7,7,8,3,6,11,6,2,10,8,5,8,8,8,9,5,4,4,0,3,4
30.555,14,13,72,379,972,1284,1417,1407,1327,1153,1124,1097,931,903,822,642,640,529,447,360,353,271,172,162,124,69,37,19,12,14,10,9,10,12,13,9,9,9,7,9,6,7,6,5,9,5,8,2,7,8,6,7,8,6,7,8,11,10,3,5,3,4,1,2
30.56,1,26,56,313,959,1204,1410,1510,1409,1230,1143,1063,949,881,791,671,589,499,477,374,338,267,191,138,122,74,39,24,7,15,8,10,9,10,10,16,10,8,6,10,10,4,8,6,4,8,6,7,3,7,7,8,5,9,7,5,10,8,6,10,3,5,3,0
30.565,0,3,57,312,984,1197,1380,1475,1399,1260,1173,1041,966,893,785,676,584,568,446,393,331,246,197,131,122,68,34,20,9,8,13,10,11,8,9,9,15,13,5,10,8,7,4,8,6,8,8,4,7,3,9,5,6,6,11,6,7,6,6,8,11,4,3,4
30.57,16,1,32,180,843,1450,1497,1552,1373,1207,1127,997,983,892,777,692,593,530,466,396,332,243,203,140,109,64,38,21,7,8,8,9,10,8,13,8,12,12,12,6,8,12,5,7,6,10,5,3,7,6,3,7,9,5,11,5,4,8,11,5,9,8,5,2
30.575,17,4,32,261,781,1378,1516,1436,1423,1296,1139,1062,950,878,796,646,588,535,462,394,339,259,188,134,107,68,43,22,10,7,7,8,8,13,8,11,8,14,9,13,6,14,6,6,4,10,7,4,5,6,6,3,9,8,4,8,10,5,7,9,3,9,11,4
30.58,8,38,58,284,726,1443,1465,1432,1369,1214,1154,1045,1009,900,809,684,603,524,454,422,330,251,184,144,100,61,35,27,9,8,7,8,10,11,7,12,6,8,14,12,9,14,8,5,5,7,6,9,5,6,5,6,2,5,9,7,12,6,3,9,10,2,10,7
30.585,29,41,98,277,849,1378,1463,1335,1288,1270,1147,1044,1004,941,808,705,614,484,483,423,314,275,182,141,98,58,40,20,11,9,10,4,7,11,6,11,9,6,10,10,14,14,9,11,2,7,7,7,10,4,3,6,5,5,7,4,8,13,3,6,7,11,4,5
30.59,37,31,167,328,870,1345,1381,1336,1239,1211,1150,1042,1013,942,843,701,637,536,433,445,336,255,207,141,92,60,33,20,9,8,9,10,4,9,9,9,8,9,7,10,7,14,16,9,4,8,7,4,9,8,2,7,2,5,9,4,8,10,8,2,6,11,7,4
30.595,18,49,114,360,950,1322,1336,1329,1232,1201,1199,1089,1003,904,818,723,612,522,472,418,369,232,200,158,105,60,30,16,8,7,8,7,10,5,7,11,8,10,7,10,11,11,9,14,9,8,7,4,7,8,8,2,7,3,7,5,5,5,12,8,3,7,10,6
30.6,33,27,83,393,1015,1288,1387,1294,1278,1226,1168,1010,1029,847,834,709,624,534,477,423,323,307,170,167,102,61,43,15,8,7,7,5,10,10,6,8,8,7,11,12,7,7,10,14,15,6,7,7,8,8,7,5,4,5,6,6,4,3,9,7,11,3,10,4
30.605,24,50,81,337,1013,1355,1437,1297,1322,1202,1114,1003,976,836,841,687,661,490,507,416,359,274,219,161,108,68,30,19,10,5,8,4,8,9,10,8,5,7,13,9,5,10,8,9,16,11,6,7,10,5,7,7,5,7,5,4,2,8,5,10,8,6,8,5
30.61,15,43,101,435,931,1359,1440,1339,1202,1244,1139,963,961,917,793,700,630,551,491,398,378,278,221,159,106,75,27,16,11,6,3,7,4,8,13,6,7,6,4,17,8,7,9,5,10,11,15,7,7,11,4,5,8,7,4,7,2,9,3,7,5,12,2,9
30.615,26,42,47,250,913,1402,1515,1474,1351,1179,1098,1013,936,912,819,699,637,538,483,403,358,275,210,167,108,50,27,14,12,9,3,5,5,7,5,11,8,8,4,14,10,6,10,6,5,12,8,12,11,8,8,9,4,5,7,6,3,7,2,6,10,5,6,5
30.62,34,30,55,264,852,1486,1605,1410,1311,1224,1055,967,941,888,851,705,655,553,470,378,363,278,220,186,87,68,24,12,12,5,6,5,5,4,6,10,5,5,11,5,14,6,12,7,9,8,8,8,16,9,10,6,5,6,5,7,6,3,4,6,8,8,4,3
30.625,14,34,87,306,894,1439,1512,1445,1295,1223,1091,968,929,917,793,703,645,556,480,404,335,295,233,168,113,58,35,12,9,6,6,5,4,6,6,7,8,6,7,9,5,11,11,10,8,8,9,6,11,15,7,8,7,7,5,5,9,3,5,4,5,8,5,6
30.63,22,26,83,400,1045,1297,1423,1379,1320,1197,1109,999,966,855,785,744,620,609,476,401,364,268,232,168,110,75,25,11,7,5,8,5,5,3,7,4,7,8,8,7,7,9,10,10,8,7,9,10,8,10,16,7,3,10,7,4,9,8,1,4,7,6,6,3
30.635,19,18,45,435,1019,1317,1424,1413,1275,1239,1143,1038,938,825,786,696,654,556,495,404,345,295,239,173,114,66,39,11,7,4,7,5,5,5,6,4,6,9,3,11,5,9,5,8,12,10,9,10,8,8,14,12,9,3,8,8,3,8,8,4,4,2,9,5
30.64,25,32,35,403,1093,1271,1423,1367,1312,1211,1184,1088,959,841,714,707,614,560,532,393,343,289,239,173,112,70,39,19,8,5,5,4,9,3,5,3,7,4,10,6,7,6,7,6,13,9,9,9,10,8,7,12,11,11,9,3,4,8,7,8,4,2,5,6
30.645,34,28,60,480,1085,1313,1379,1337,1291,1156,1155,1089,946,851,753,692,636,558,478,431,356,282,230,176,137,69,43,22,12,6,3,6,5,5,7,3,4,5,6,9,4,9,6,7,7,9,9,11,11,11,7,7,8,14,10,7,7,6,6,6,6,5,7,1
30.65,23,37,120,628,941,1281,1355,1359,1226,1185,1136,1068,976,841,785,664,624,557,505,428,339,297,229,183,120,81,48,30,13,8,7,7,6,6,3,8,2,3,7,4,8,9,7,4,5,8,13,6,8,13,13,5,11,6,8,14,9,8,6,5,5,7,3,7
30.655,34,25,138,611,935,1209,1451,1338,1243,1232,1118,1049,964,866,778,703,572,580,475,427,339,306,233,192,120,83,46,24,17,7,9,5,2,8,5,4,8,3,2,7,3,9,8,7,5,8,6,8,11,12,13,5,8,6,9,10,14,9,10,4,4,8,5,2
30.66,20,29,62,431,1176,1296,1391,1392,1230,1206,1127,1038,974,833,744,725,594,560,482,436,358,285,248,183,128,75,45,29,13,11,7,8,5,2,9,7,3,5,3,6,4,4,10,7,7,6,5,7,10,13,10,10,7,11,5,9,10,10,10,9,6,6,7,2
30.665,6,31,75,579,1214,1238,1359,1290,1243,1187,1101,1004,932,894,751,713,595,541,526,425,361,313,232,182,130,91,46,28,22,8,6,9,7,11,3,8,5,4,3,4,5,6,4,7,11,8,6,3,11,10,12,9,9,4,11,10,8,12,5,11,7,6,9,6
30.67,11,31,93,417,1053,1554,1402,1306,1232,1147,1080,1031,924,904,764,659,638,534,544,423,355,296,232,191,129,81,49,27,20,11,8,5,10,5,11,4,6,6,3,5,3,8,5,3,9,6,8,6,9,8,13,6,14,4,7,17,6,10,9,4,12,8,7,5
30.675,18,24,124,485,1172,1404,1401,1256,1217,1141,1053,1016,955,864,801,640,659,542,520,448,364,294,231,203,134,86,46,24,19,9,13,6,7,9,8,9,3,7,8,2,4,3,7,6,6,7,6,9,4,9,8,14,9,9,7,13,10,6,7,11,3,8,14,4
30.68,19,21,96,502,1185,1328,1425,1307,1180,1140,1086,1012,975,864,788,678,603,603,497,458,361,282,253,195,124,77,50,25,19,10,8,9,9,6,7,12,7,8,5,6,4,3,6,3,8,7,8,7,3,8,8,14,10,9,7,12,7,12,4,12,4,7,8,10
30.685,25,41,169,565,984,1377,1422,1313,1195,1124,1085,1001,973,907,739,668,659,597,520,435,378,277,247,181,143,76,51,22,7,15,12,10,9,5,7,8,12,5,10,5,8,3,3,5,3,7,7,10,3,6,11,8,10,11,7,12,8,8,8,7,10,6,7,7
30.69,20,42,83,540,1126,1447,1471,1268,1166,1087,1001,1066,930,913,773,705,627,588,493,457,360,289,269,179,135,74,61,23,8,15,12,6,12,9,7,6,8,9,9,7,6,4,6,2,5,4,8,6,6,9,7,7,8,10,15,6,7,9,9,11,7,9,7,6
30.695,16,43,42,288,1219,1599,1533,1255,1193,1099,1051,985,959,909,814,667,661,577,505,428,359,304,234,186,140,74,48,26,11,7,14,10,6,12,14,5,6,11,7,6,4,6,5,6,3,7,1,11,6,7,6,7,10,5,11,15,7,9,4,10,13,6,8,6
30.7,12,49,83,595,1018,1403,1528,1366,1175,1077,1027,985,978,887,800,691,643,587,517,434,351,282,238,190,157,87,47,31,12,6,10,9,12,7,10,13,9,8,7,8,5,6,5,3,8,6,4,6,8,5,7,4,11,9,5,9,14,9,9,7,6,13,5,7
30.705,12,38,70,575,1227,1488,1421,1254,1139,1080,998,996,979,865,849,684,671,596,475,398,360,291,242,201,160,97,49,28,22,10,8,8,9,13,7,7,12,14,5,6,8,9,8,4,4,5,6,7,0,9,10,3,9,12,5,8,6,16,8,8,6,9,10,7
30.71,25,33,149,803,1132,1417,1333,1244,1126,1066,974,935,928,915,829,744,641,614,494,380,369,302,253,200,147,127,49,31,23,15,11,4,6,14,12,8,6,7,16,8,7,8,5,10,4,6,5,6,6,3,7,5,8,10,10,6,4,11,12,13,2,11,7,9
