Time,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64
29.24,34,62,62,204,919,1629,1693,1345,1178,1015,870,740,610,520,383,331,299,224,216,187,169,159,125,111,74,41,18,10,3,2,7,0,2,0,10,5,8,4,8,4,10,9,2,5,7,7,9,5,8,5,9,7,6,8,4,9,7,8,18,11,10,11,11,9
29.245,41,51,73,213,839,1675,1696,1396,1181,1016,899,722,586,499,407,337,276,265,196,204,163,138,128,119,71,46,21,10,1,2,2,6,2,1,1,8,9,6,4,5,8,7,7,5,7,8,5,10,4,6,6,8,7,7,7,8,8,5,7,18,14,8,9,12
29.25,33,54,88,260,924,1591,1753,1461,1124,953,830,705,602,492,406,352,303,258,222,194,159,155,127,111,79,46,20,9,5,2,3,2,3,3,1,4,4,7,7,5,6,8,9,4,7,6,4,11,5,8,4,8,4,9,9,8,10,6,4,12,11,15,7,10
29.255,43,55,113,363,943,1499,1617,1472,1168,956,886,695,577,519,425,363,282,260,217,184,160,159,129,117,68,50,30,7,6,2,3,1,2,3,2,1,4,6,6,8,4,7,8,9,4,7,5,6,8,8,5,6,9,4,9,7,9,9,3,9,11,14,11,5
29.26,31,52,128,447,1025,1586,1520,1350,1093,947,811,728,594,505,458,379,316,247,244,176,170,141,146,102,83,62,21,11,8,3,2,2,2,0,2,3,2,3,6,8,5,5,7,5,10,7,4,8,6,6,7,7,8,8,6,6,8,9,8,6,5,14,16,8
29.265,23,54,95,359,1025,1619,1559,1370,1160,980,802,711,631,502,451,370,313,235,232,182,178,131,133,118,81,56,23,9,5,6,3,1,2,2,1,1,4,2,3,4,13,4,3,5,12,5,9,4,8,5,5,10,5,7,7,6,8,11,9,6,4,10,11,14
29.27,40,69,131,471,1166,1469,1440,1337,1173,938,777,716,576,581,433,403,319,279,204,223,152,150,133,118,60,63,28,12,2,8,3,2,1,2,2,1,2,3,3,3,3,9,6,6,6,8,8,8,4,7,6,4,11,5,9,8,6,7,9,5,7,8,8,11
29.275,35,65,88,398,1204,1516,1557,1411,1171,912,780,650,596,498,448,379,343,283,246,201,157,160,131,103,64,58,38,17,5,4,3,4,4,1,1,0,3,3,2,2,3,6,7,5,7,9,6,2,13,4,5,7,7,11,4,9,5,8,8,10,6,4,10,4
29.28,20,50,76,314,1174,1602,1626,1373,1214,1013,772,628,588,492,419,356,348,298,229,220,152,154,126,103,61,48,47,20,7,3,7,2,2,2,4,1,1,3,4,0,2,4,6,4,8,6,11,4,5,6,7,6,9,9,5,8,7,5,7,9,11,5,8,5
29.285,21,47,84,343,1106,1578,1545,1401,1233,1085,826,687,568,456,436,361,333,267,290,188,176,132,130,79,61,61,33,19,8,4,5,5,2,2,4,1,3,1,4,2,1,4,3,4,7,6,7,7,8,4,6,6,11,6,5,11,2,10,6,8,8,7,10,3
29.29,17,45,112,384,950,1611,1528,1439,1234,1099,893,686,590,455,394,349,320,278,260,232,175,140,115,83,64,44,40,24,7,8,5,3,4,3,1,2,4,2,2,4,2,1,5,2,5,8,3,5,10,7,8,6,6,9,6,6,6,8,7,7,6,7,7,9
29.295,29,29,101,394,1048,1652,1571,1332,1250,1050,819,674,586,494,413,339,321,285,257,246,180,141,128,74,73,47,35,26,6,4,8,4,2,5,4,1,2,5,0,2,6,0,2,4,3,3,10,4,6,8,8,6,6,8,7,6,6,6,9,9,7,5,8,5
29.3,16,59,120,333,876,1721,1618,1391,1280,1071,836,717,572,499,415,332,314,280,254,206,178,150,122,96,56,50,30,28,10,3,4,9,3,1,7,1,3,2,2,2,2,4,3,3,2,3,5,10,3,7,7,8,8,7,6,6,6,6,6,8,9,9,2,6
29.305,13,46,117,304,807,1462,1762,1553,1357,1084,902,702,596,497,423,348,296,256,261,191,169,129,124,81,63,46,35,17,9,5,4,6,2,7,4,1,6,0,1,3,3,3,3,2,2,3,3,5,10,3,7,6,10,8,6,7,5,5,8,8,6,10,6,3
29.31,11,25,62,294,888,1420,1740,1568,1352,1109,925,745,612,497,391,363,314,277,226,196,167,141,100,86,55,43,32,15,9,5,6,5,3,4,4,4,1,5,1,1,3,4,3,2,2,1,5,5,5,4,6,6,10,5,9,10,5,5,4,10,8,8,4,7
29.315,18,34,91,349,777,1381,1668,1625,1351,1164,926,779,656,470,426,359,299,261,213,173,165,140,116,88,63,44,30,10,10,7,5,1,8,3,5,4,4,2,2,2,1,3,4,2,2,3,2,3,6,5,5,7,4,7,10,7,10,4,5,5,12,7,6,5
29.32,15,39,52,304,886,1318,1576,1591,1470,1164,1005,816,630,522,416,334,312,233,205,192,148,143,102,89,58,37,23,20,7,6,4,2,9,2,5,4,4,3,3,4,0,0,5,5,1,2,3,2,5,3,5,5,9,2,11,8,6,6,7,5,8,10,6,5
29.325,10,37,52,221,714,1449,1675,1611,1462,1280,954,805,674,543,405,338,278,229,200,167,144,141,108,76,66,38,20,15,14,3,4,5,3,7,3,5,4,3,1,6,3,0,1,5,4,1,3,2,1,8,2,3,8,5,7,8,8,9,4,5,10,6,5,9
29.33,23,34,40,178,830,1440,1780,1619,1472,1122,902,799,655,539,448,346,312,213,183,187,144,144,100,90,68,38,23,16,9,8,4,5,4,2,6,4,7,1,4,5,1,1,4,1,4,3,3,1,3,3,3,5,4,6,6,7,8,10,5,8,4,10,5,5
29.335,22,34,67,335,911,1282,1604,1596,1496,1119,959,815,654,571,411,336,308,228,192,177,158,128,117,88,73,40,27,15,10,7,7,3,4,4,3,5,7,5,1,3,5,1,2,4,2,3,2,3,2,4,2,3,4,6,4,5,9,9,10,4,8,5,8,5
29.34,21,30,61,293,905,1288,1639,1684,1429,1141,949,821,677,525,416,351,310,223,211,181,151,139,112,81,72,43,20,14,8,5,4,7,3,4,5,1,7,6,5,1,4,4,2,2,0,5,3,3,1,3,5,3,3,3,6,3,8,4,10,10,5,8,8,4
29.345,18,44,49,261,856,1371,1691,1721,1289,1134,1007,801,697,580,414,340,315,226,214,184,134,129,105,88,65,40,25,15,6,6,2,7,4,6,1,4,6,5,6,3,2,5,3,4,0,0,5,2,4,2,5,4,0,4,4,5,5,6,7,4,12,6,11,2
29.35,16,40,45,237,910,1570,1745,1587,1198,1052,930,785,708,619,469,352,314,256,219,182,143,122,110,93,62,34,25,11,6,7,1,5,3,6,4,4,1,7,7,4,3,4,3,5,2,1,2,3,5,0,3,5,3,4,2,2,7,7,3,7,6,8,9,6
29.355,26,22,45,187,817,1561,1765,1661,1305,1127,948,784,658,559,465,360,316,260,218,166,158,126,99,82,73,36,22,7,6,7,4,4,4,4,5,2,4,3,4,7,6,3,3,6,3,1,2,3,2,4,1,5,3,4,1,4,3,6,8,5,4,7,8,8
29.36,32,39,46,229,848,1480,1778,1623,1307,1175,938,816,653,553,435,380,310,276,211,172,149,133,107,72,67,37,17,18,5,2,6,3,7,2,5,2,5,3,1,7,7,4,3,3,8,1,2,1,3,6,1,1,3,6,3,4,1,2,10,6,5,3,6,5
29.365,18,48,73,248,845,1478,1884,1596,1324,1049,901,778,655,580,487,360,318,267,213,185,160,129,103,87,56,47,18,9,10,5,2,4,3,6,4,3,7,2,2,4,7,4,4,4,5,5,2,1,2,5,3,2,1,2,5,6,3,1,4,6,6,5,6,4
29.37,15,37,49,249,875,1708,1779,1576,1238,1042,857,775,691,566,481,387,317,256,212,204,148,133,113,88,52,49,25,8,9,7,6,1,3,5,5,5,2,6,2,2,5,6,5,3,4,5,5,3,1,3,5,3,1,0,1,7,5,3,3,4,7,4,3,7
29.375,29,27,66,361,995,1543,1669,1558,1304,982,880,767,696,584,453,409,312,260,225,193,163,134,111,87,61,39,33,12,7,6,9,5,2,4,2,9,1,3,7,2,2,3,8,4,3,6,1,7,3,1,4,6,1,0,1,1,4,7,3,6,1,8,3,4
29.38,18,44,65,376,996,1605,1630,1553,1283,988,886,735,650,579,486,413,316,250,235,182,175,146,109,91,63,47,30,18,3,7,6,7,5,2,2,4,6,6,4,1,3,2,5,8,2,3,5,3,8,1,2,5,4,2,0,1,1,3,8,3,5,7,4,2
29.385,22,23,64,370,1137,1350,1587,1572,1376,1033,894,744,720,562,516,394,297,275,218,190,166,140,107,85,57,46,24,13,4,4,7,4,7,4,3,2,4,5,5,3,6,1,3,5,3,6,5,3,6,4,3,2,3,4,3,1,0,0,6,5,5,5,4,4
29.39,17,22,58,283,1124,1570,1607,1571,1300,982,846,756,678,606,518,422,326,265,218,187,173,141,106,83,62,45,26,5,7,3,5,4,7,7,2,3,4,5,2,6,3,6,0,6,3,7,2,5,4,5,5,1,2,4,4,2,1,0,3,4,9,0,5,3
29.395,8,36,111,631,971,1293,1508,1457,1319,1073,874,824,682,664,511,428,325,261,239,183,161,139,102,88,50,44,25,6,4,4,4,4,5,6,5,4,4,0,6,4,5,3,4,3,3,5,3,9,3,3,6,3,2,3,1,7,2,0,1,4,4,6,2,3
29.4,5,28,112,437,933,1359,1589,1465,1323,1138,960,817,730,658,505,397,319,256,212,180,144,145,98,77,60,41,22,15,4,0,5,2,4,7,5,5,3,3,4,4,6,4,3,3,5,2,4,3,5,6,5,4,4,4,0,4,4,2,1,2,2,4,6,3
29.405,18,16,117,723,1061,1230,1299,1398,1200,1147,949,860,763,677,547,434,306,280,230,178,164,135,100,78,57,38,25,8,5,2,0,4,4,3,8,4,3,5,3,4,2,7,5,2,5,6,1,4,4,7,4,4,3,3,3,4,2,2,5,0,3,2,6,2
29.41,2,28,129,877,1138,1067,1156,1293,1222,1135,1014,884,829,652,582,425,311,285,237,177,162,129,100,81,58,32,20,15,7,5,1,2,4,3,4,5,5,4,2,5,4,2,8,3,4,5,4,2,3,10,3,6,2,2,4,2,4,2,1,5,2,3,4,3
29.415,3,18,145,896,1169,1033,1048,1216,1240,1201,1054,955,793,663,570,452,346,270,227,178,157,120,87,86,54,28,27,12,7,5,5,1,0,3,6,3,7,4,1,4,6,4,2,8,4,4,5,2,4,2,4,8,5,4,2,2,3,3,3,1,6,2,2,4
29.42,2,23,190,696,1253,1162,1072,1127,1231,1157,1097,938,805,677,547,471,352,280,239,184,159,97,93,87,51,32,26,11,8,6,5,7,1,2,2,5,3,3,5,4,6,5,3,4,7,7,0,5,2,6,2,4,3,7,5,2,0,4,4,2,2,7,1,1
29.425,3,16,94,837,1475,1025,933,1014,1228,1196,1070,992,804,699,603,451,357,304,224,183,134,113,97,77,63,33,21,15,7,6,3,6,3,4,2,3,3,5,2,8,1,5,6,0,5,7,5,4,4,4,3,6,4,4,5,4,2,1,5,3,2,0,5,4
29.43,4,35,102,1036,1372,937,968,966,1044,1192,1119,1009,859,741,618,463,359,290,230,185,133,97,97,93,52,43,20,13,9,8,3,4,2,4,6,2,4,3,5,5,3,5,5,3,1,4,6,5,7,4,2,5,7,6,3,4,3,1,2,3,2,3,2,2
29.435,11,14,82,629,1634,1157,991,1000,1086,1136,1143,986,782,698,601,469,379,297,247,164,140,115,88,91,57,44,25,9,10,7,7,8,1,2,6,3,6,3,2,8,0,5,6,4,1,4,4,5,5,6,5,4,5,6,4,4,3,3,2,1,3,3,2,3
29.44,20,7,122,910,1415,1077,967,994,1032,1068,1143,992,873,698,596,506,368,307,233,189,131,106,104,73,71,44,21,14,7,7,5,11,7,1,5,2,4,7,3,3,7,3,2,7,2,2,5,2,3,8,5,7,2,7,6,4,5,2,2,2,3,2,1,3
29.445,14,8,77,504,1511,1501,1082,1013,1017,1071,1072,939,790,678,576,488,430,316,224,183,156,98,96,90,62,51,28,12,9,4,7,5,9,9,1,5,2,5,4,6,1,7,4,2,8,1,3,4,4,4,4,7,7,3,3,6,7,3,3,2,2,2,3,1
29.45,0,20,63,807,1686,1296,974,898,1008,952,993,909,819,688,565,532,457,348,268,176,149,140,97,83,68,46,31,11,11,7,4,3,11,11,2,4,3,3,4,8,2,1,7,4,6,3,2,2,6,1,6,6,4,5,5,5,8,4,4,3,1,2,3,2
29.455,0,15,47,951,1486,1268,978,922,930,1050,1063,946,752,710,556,536,449,354,278,182,159,120,106,76,72,50,24,11,7,6,6,5,5,10,9,2,4,4,4,2,7,4,1,7,4,2,8,1,3,3,5,5,5,4,5,6,4,7,4,5,1,2,1,4
29.46,10,14,85,622,1487,1378,1123,924,984,1065,1066,905,842,684,592,510,434,329,256,186,159,114,93,76,71,57,28,9,6,4,6,7,2,5,11,7,6,3,5,3,2,7,5,3,4,6,2,5,3,3,3,4,5,6,4,4,7,7,6,3,4,0,4,0
29.465,3,23,19,759,1198,1381,1191,986,995,1048,1042,981,886,761,610,484,392,336,243,203,146,88,111,76,77,40,21,6,7,3,7,6,0,6,10,7,8,3,2,5,2,4,3,8,3,5,3,5,4,1,5,3,3,6,5,5,5,4,7,6,5,2,3,1
29.47,3,11,19,523,1350,1388,1203,1162,1067,1017,1016,949,833,717,590,463,419,321,278,183,158,106,88,95,73,49,21,7,8,4,1,8,7,1,2,12,7,6,4,4,5,3,4,5,4,3,5,5,2,7,1,2,6,3,5,6,4,5,5,7,5,5,2,2
29.475,4,9,18,548,1247,1342,1264,1185,1162,1099,1023,920,765,665,568,472,406,333,265,181,179,120,86,83,66,69,24,9,6,8,2,3,5,8,2,2,13,6,6,4,4,4,4,6,3,4,3,6,5,2,4,3,5,5,2,6,4,5,6,3,8,4,1,6
29.48,16,13,32,433,1193,1399,1324,1191,1143,1081,1071,958,799,651,567,458,409,332,252,206,168,116,84,90,72,47,24,9,2,7,4,2,3,7,4,3,6,7,10,5,2,5,4,5,4,4,5,1,7,6,3,3,2,5,6,2,3,6,5,6,2,6,5,3
29.485,9,36,38,617,985,1289,1262,1299,1268,1155,1049,857,756,691,571,433,434,328,240,209,165,120,96,80,71,56,31,10,4,0,8,4,2,3,4,7,3,4,8,6,9,2,8,2,5,4,5,5,3,3,6,2,4,5,3,6,3,3,8,2,7,3,5,2
29.49,14,17,127,843,978,1138,1137,1238,1183,1176,1015,883,794,703,577,478,400,340,247,218,167,134,88,84,71,53,45,12,7,2,4,5,4,2,3,5,7,3,5,8,9,4,2,6,5,5,7,2,6,3,4,3,4,2,5,5,4,4,6,4,5,5,4,3
29.495,11,22,29,432,1116,1191,1300,1384,1360,1147,1018,902,786,701,537,450,395,307,242,201,162,115,103,85,59,46,48,20,6,5,1,4,3,4,3,3,7,4,6,3,7,7,9,1,6,4,6,6,4,4,4,3,4,5,3,3,4,4,7,4,3,6,4,5
29.5,22,10,45,634,1004,1288,1382,1278,1227,1041,980,922,768,683,567,462,402,319,264,220,176,121,113,74,76,40,46,24,6,6,3,1,2,7,2,5,3,7,3,5,6,8,8,3,5,4,6,3,6,4,4,4,6,5,1,4,4,5,2,6,6,3,5,3
29.505,23,18,41,417,1108,1365,1307,1296,1226,1153,1064,860,829,670,562,442,396,301,249,187,181,115,110,98,57,52,36,29,14,2,6,4,2,4,1,6,2,7,4,7,3,8,4,9,6,4,2,6,7,2,7,4,3,3,6,3,5,1,4,2,8,5,5,3
29.51,12,35,47,222,961,1453,1372,1277,1366,1298,1062,974,760,674,523,469,357,301,210,209,135,118,109,90,65,51,33,23,13,4,3,3,6,2,3,4,3,4,5,4,8,2,5,8,9,5,3,3,7,3,7,6,4,3,4,2,7,3,3,2,3,8,6,2
29.515,13,25,33,228,904,1573,1325,1284,1362,1253,1044,940,863,669,550,483,370,283,209,193,140,130,90,73,80,41,39,24,10,4,5,2,2,7,4,2,3,6,4,3,4,8,4,5,3,11,6,3,1,6,6,4,8,3,5,1,4,5,5,3,3,3,4,7
29.52,14,44,31,219,607,1500,1718,1459,1314,1196,969,966,860,652,583,477,368,260,224,190,149,94,99,71,75,45,30,26,20,4,1,5,4,4,3,5,4,3,2,7,4,8,3,7,2,5,8,7,2,4,2,6,6,9,2,5,2,5,4,3,4,3,1,5
29.525,9,36,37,166,808,1589,1547,1335,1308,1256,996,929,847,677,564,499,361,269,218,210,148,114,89,85,64,49,31,14,19,6,4,2,3,6,3,6,3,3,4,5,2,7,6,5,5,4,6,6,6,3,3,3,7,4,6,6,5,2,3,6,3,2,4,1
29.53,8,17,43,317,1168,1460,1256,1155,1287,1186,1069,959,848,652,631,461,378,304,222,193,183,117,101,86,64,45,37,10,11,10,6,2,5,3,5,4,4,6,0,7,3,4,4,3,10,5,5,4,8,5,2,3,8,3,4,7,4,4,3,3,6,3,3,3
29.535,0,27,36,147,798,1600,1600,1383,1297,1205,1024,943,806,682,560,457,389,278,235,167,161,122,100,88,70,46,30,20,5,6,12,3,4,6,4,3,5,4,4,4,3,3,3,8,5,7,6,3,6,7,6,2,4,3,6,5,4,6,4,4,3,5,4,1
29.54,7,6,54,169,521,1464,1889,1569,1375,1097,1016,935,816,650,577,463,385,273,211,179,156,120,94,89,60,49,31,13,12,7,7,9,6,3,5,4,4,3,2,5,3,4,6,5,5,5,5,7,3,5,7,5,5,1,4,5,8,3,6,4,2,4,3,5
29.545,12,16,42,203,909,1614,1619,1291,1134,1100,1013,976,836,707,596,492,415,283,209,200,161,121,104,78,78,36,27,13,12,6,6,8,5,7,2,5,6,3,4,2,5,4,6,3,4,6,4,4,5,7,4,8,6,4,2,3,6,6,4,6,3,2,4,3
29.55,12,17,46,273,649,1399,1711,1586,1326,1084,1011,951,766,682,583,469,412,294,218,184,174,107,110,77,64,51,22,12,13,7,6,9,5,6,6,4,4,6,3,3,2,3,8,4,4,2,7,3,3,10,1,8,6,4,6,2,4,7,5,4,4,5,0,5
29.555,7,31,60,251,594,1182,1733,1783,1474,1152,965,889,756,684,561,489,407,286,230,183,155,116,105,60,75,45,20,13,10,9,7,9,2,8,7,6,2,7,2,4,2,4,4,5,5,6,3,2,4,4,9,4,4,7,7,2,4,7,2,8,3,5,4,0
29.56,4,14,126,328,604,1049,1604,1724,1569,1267,971,863,785,634,577,486,400,291,239,178,144,120,110,72,54,50,27,13,10,8,6,12,6,6,7,4,6,6,4,5,1,3,1,5,7,6,4,2,2,3,6,9,4,6,2,4,10,3,5,5,3,8,3,2
29.565,16,10,151,431,666,996,1459,1697,1537,1272,1023,841,746,667,568,480,390,302,246,192,164,127,93,83,55,56,24,15,10,10,4,9,12,8,5,6,6,5,4,5,4,2,1,4,6,5,6,3,3,2,3,6,7,8,2,4,6,9,3,5,3,2,8,3
29.57,19,7,116,433,639,1028,1467,1613,1584,1330,1092,822,735,648,598,474,370,300,244,183,162,125,92,81,57,47,33,17,8,10,10,1,14,8,7,7,6,4,6,4,5,5,1,3,2,6,7,6,5,0,4,4,3,8,3,6,3,7,8,5,3,5,5,3
29.575,16,29,62,393,658,1177,1440,1633,1495,1367,1063,862,736,647,564,460,366,289,254,196,144,141,102,79,59,53,27,22,10,6,9,6,6,9,11,6,10,4,6,6,4,5,3,2,2,5,4,8,5,3,2,4,3,5,4,6,5,5,7,5,7,3,4,2
29.58,6,25,51,385,848,1160,1430,1568,1454,1274,1104,835,723,687,541,469,364,310,260,190,163,131,107,85,61,47,39,19,9,8,4,7,8,7,9,10,11,4,5,6,4,9,3,5,1,1,3,10,5,5,2,3,3,3,4,6,8,1,6,7,5,7,4,3
29.585,14,11,61,368,833,1189,1453,1457,1353,1281,1142,969,792,697,562,437,386,295,244,186,149,136,86,86,62,43,34,19,8,7,7,5,4,11,8,6,11,5,8,6,3,7,8,4,2,4,1,3,8,7,4,2,1,3,6,2,7,8,1,6,6,5,7,5
29.59,13,18,61,369,802,1239,1346,1505,1303,1214,1204,1063,833,713,562,436,392,283,228,193,143,123,84,79,59,44,26,23,10,5,8,6,5,6,9,5,10,10,8,5,5,6,5,8,6,3,1,1,4,9,7,1,2,3,1,6,5,6,4,5,5,6,4,8
29.595,27,33,62,186,672,1249,1595,1520,1394,1294,1190,1000,840,704,532,466,385,285,226,185,131,114,83,67,70,39,23,21,12,5,5,7,6,5,8,9,7,8,9,7,3,7,4,7,4,8,3,3,2,4,4,7,4,3,1,5,3,5,6,3,7,3,5,4
29.6,12,42,69,232,626,1057,1535,1754,1535,1295,1168,973,811,677,551,457,366,282,229,178,142,118,75,76,54,45,30,14,11,12,3,7,7,6,4,8,10,5,8,9,7,7,6,4,6,6,7,2,2,4,1,7,8,0,1,5,2,6,4,6,5,2,8,2
29.605,21,17,52,211,667,1231,1546,1618,1508,1290,1117,976,800,693,551,443,380,300,240,197,148,110,87,78,58,40,23,11,8,13,5,6,6,4,7,4,8,12,6,5,9,7,7,3,7,7,5,6,3,3,2,4,4,8,0,3,3,3,6,6,5,2,4,6
29.61,26,21,38,195,837,1429,1472,1484,1373,1314,1021,969,788,657,596,468,393,321,253,202,173,106,83,91,51,43,19,13,7,8,11,4,5,6,7,4,7,9,13,3,8,9,5,7,3,8,7,4,6,2,3,3,3,7,5,0,2,3,3,6,7,5,4,1
29.615,9,28,36,294,966,1388,1416,1344,1321,1216,1121,941,834,718,585,451,384,319,260,215,161,120,101,80,61,35,24,15,2,11,4,10,7,2,7,5,7,5,4,14,8,8,7,5,9,4,7,4,7,4,2,3,2,6,5,5,2,1,4,5,2,4,10,2
29.62,0,24,31,273,901,1351,1427,1419,1370,1253,1115,991,805,705,608,429,381,309,252,216,158,116,98,83,54,45,21,9,8,3,6,10,9,3,5,8,5,6,4,11,8,9,6,9,6,6,4,8,6,6,3,3,2,2,4,9,3,2,3,1,5,4,6,6
29.625,12,35,31,298,959,1339,1451,1356,1314,1225,1115,1001,813,721,565,479,379,305,253,208,162,122,116,72,58,47,19,14,5,4,6,6,7,7,6,6,8,6,3,8,13,7,2,12,7,7,6,5,6,5,9,1,3,3,3,3,7,3,4,1,4,3,6,3
29.63,16,17,67,422,1000,1225,1373,1323,1246,1233,1133,1029,868,726,554,463,374,311,268,192,175,134,102,77,70,44,21,12,9,1,6,3,6,10,7,5,9,5,6,5,8,9,6,9,9,6,8,5,6,5,9,3,5,2,2,4,6,4,3,3,4,1,4,5
29.635,19,27,27,412,1012,1247,1377,1411,1366,1254,1059,930,821,677,554,459,378,326,258,217,163,137,131,79,66,49,30,11,6,7,5,3,5,8,9,4,4,10,7,7,3,8,10,7,7,9,7,8,6,5,7,4,9,0,3,3,2,9,2,2,5,2,3,1
29.64,8,18,56,665,965,1186,1282,1331,1316,1249,1088,947,786,688,542,474,385,302,271,215,168,149,140,93,61,60,31,18,9,6,3,6,3,7,7,6,5,7,10,6,6,5,9,10,3,8,9,8,8,6,8,4,5,7,1,4,1,4,8,1,4,2,5,2
29.645,20,9,94,504,1053,1181,1278,1317,1306,1267,1055,940,869,690,550,512,405,313,276,204,159,147,111,94,74,39,31,10,9,2,7,3,5,6,7,4,6,6,8,7,10,3,5,13,7,4,8,10,8,5,8,4,5,7,4,5,1,3,4,5,5,2,2,3
29.65,12,22,25,466,953,1236,1359,1387,1379,1279,1069,908,826,664,595,479,393,335,278,222,160,131,114,89,62,49,20,9,11,1,6,4,5,4,3,7,5,5,11,2,9,9,4,5,7,10,6,8,11,4,9,8,3,4,6,7,3,3,2,6,3,4,3,2
29.655,14,8,50,557,917,1176,1303,1318,1395,1313,1107,970,801,712,573,459,374,327,283,209,165,140,118,82,77,39,31,12,4,4,3,6,4,5,3,6,3,7,5,11,3,7,8,9,4,5,11,5,8,9,8,6,8,5,3,4,7,5,4,1,2,8,3,3
29.66,16,10,50,594,961,1199,1268,1334,1306,1261,1126,954,814,677,608,492,372,314,283,191,177,153,123,100,58,45,32,18,6,3,2,7,4,6,4,4,6,5,5,7,4,6,10,6,10,3,7,7,11,4,7,12,6,6,7,2,4,4,7,4,1,3,6,4
29.665,10,20,68,525,1060,1162,1330,1321,1257,1250,1128,953,798,713,577,475,372,320,259,225,172,150,121,96,74,53,35,22,9,3,3,2,6,5,5,6,5,5,4,4,6,6,9,7,7,7,7,6,6,10,6,4,12,7,5,8,3,4,4,8,2,2,3,6
29.67,23,13,84,587,1034,1093,1207,1369,1287,1235,1102,982,835,739,652,464,390,314,271,209,161,136,124,91,56,58,28,17,11,9,2,2,2,6,5,8,5,4,5,4,4,5,6,9,8,8,6,3,9,9,7,7,8,7,9,4,6,3,4,6,6,4,2,2
29.675,9,28,28,484,1144,1209,1306,1302,1292,1186,1077,992,802,728,611,458,377,316,271,227,169,161,115,98,78,50,32,15,14,8,6,2,2,2,5,7,6,7,2,6,3,8,1,8,9,8,6,6,9,3,9,9,7,2,11,10,8,2,5,4,3,5,6,1
29.68,10,16,44,447,1132,1201,1298,1319,1317,1182,1087,899,847,754,648,496,379,324,283,206,172,141,114,95,62,51,28,15,6,15,8,5,1,3,2,7,6,8,4,4,5,5,3,4,8,5,10,8,3,12,4,7,8,8,7,7,11,6,2,2,5,8,4,3
29.685,13,8,38,454,1018,1240,1382,1417,1300,1148,1033,935,812,723,647,517,371,314,275,240,177,137,122,98,72,45,30,13,3,12,8,5,5,3,1,4,6,6,6,6,3,7,4,5,1,10,7,7,8,9,3,8,7,12,4,6,11,6,7,1,4,4,9,3
29.69,6,26,96,484,953,1119,1414,1422,1342,1213,1032,924,810,687,614,528,368,330,282,232,176,138,125,97,78,41,36,14,10,1,8,9,7,6,3,2,2,7,6,7,6,2,8,4,3,5,7,9,6,7,7,7,6,8,6,10,8,6,6,9,2,2,6,7
29.695,22,28,63,454,735,1212,1484,1517,1363,1168,1071,960,800,739,635,486,399,325,280,226,160,131,130,82,62,42,28,15,7,4,3,6,11,7,5,3,2,4,8,6,8,3,4,7,3,3,6,3,10,6,10,4,10,6,6,5,11,7,9,6,6,3,3,4
29.7,25,29,68,358,878,1314,1434,1472,1370,1175,1049,941,780,711,608,476,386,336,281,254,172,145,114,99,80,42,31,10,6,5,4,4,5,11,5,5,4,1,7,7,5,6,4,5,7,3,2,6,7,9,7,8,3,10,7,4,7,7,10,7,8,5,3,2
29.705,11,37,84,206,869,1424,1428,1478,1404,1182,1091,895,785,699,605,495,399,363,278,233,194,129,114,95,62,45,31,9,4,4,4,4,5,6,8,7,4,4,4,4,4,7,8,4,5,5,3,4,3,9,12,6,7,6,8,7,3,8,10,6,11,3,6,2
29.71,17,24,102,306,670,1301,1503,1524,1429,1245,1075,958,765,725,591,474,428,367,274,236,169,127,120,77,59,47,32,7,8,1,5,3,3,7,6,9,4,5,4,4,3,5,9,6,5,4,5,3,2,8,6,14,4,9,9,6,4,5,11,8,7,6,5,4
29.715,8,30,51,221,792,1376,1579,1498,1387,1158,1042,970,824,704,617,482,430,369,250,223,191,128,101,90,71,29,42,9,4,1,3,5,3,3,8,10,4,8,3,5,2,6,8,4,6,4,5,5,0,4,7,10,10,8,5,10,5,5,4,11,7,4,10,5
29.72,16,29,90,258,718,1320,1524,1399,1446,1273,1060,1036,847,690,620,483,428,321,257,226,171,155,95,82,69,45,24,12,3,4,1,5,4,2,2,9,10,7,6,1,3,6,6,7,5,5,5,5,2,2,6,4,9,12,4,9,5,8,4,5,10,8,6,8
29.725,29,33,29,225,739,1498,1512,1464,1426,1237,1094,930,811,703,576,462,444,327,273,216,202,130,118,87,72,42,37,11,3,5,1,1,6,2,4,3,6,11,8,5,2,5,3,7,6,6,4,5,6,2,2,6,7,12,7,5,7,10,4,5,6,7,9,4
29.73,17,43,32,264,762,1370,1586,1480,1383,1261,1071,958,807,720,579,453,420,367,248,220,181,163,103,91,71,50,31,13,1,6,4,0,4,3,4,3,5,8,10,5,4,3,5,4,4,5,11,4,4,6,1,3,7,7,7,9,4,8,11,3,5,7,9,6
